Date,Close
2015-10-01,109.580002
2015-10-02,110.379997
2015-10-05,110.779999
2015-10-06,111.309998
2015-10-07,110.779999
2015-10-08,109.5
2015-10-09,112.120003
2015-10-12,111.599998
2015-10-13,111.790001
2015-10-14,110.209999
2015-10-15,111.860001
2015-10-16,111.040001
2015-10-19,111.730003
2015-10-20,113.769997
2015-10-21,113.760002
2015-10-22,115.5
2015-10-23,119.080002
2015-10-26,115.279999
2015-10-27,114.550003
2015-10-28,119.269997
2015-10-29,120.529999
2015-10-30,119.5
2015-11-02,121.18
2015-11-03,122.57
2015-11-04,122.0
2015-11-05,120.919998
2015-11-06,121.059998
2015-11-09,120.57
2015-11-10,116.769997
2015-11-11,116.110001
2015-11-12,115.720001
2015-11-13,112.339996
2015-11-16,114.18
2015-11-17,113.690002
2015-11-18,117.290001
2015-11-19,118.779999
2015-11-20,119.300003
2015-11-23,117.75
2015-11-24,118.879997
2015-11-25,118.029999
2015-11-27,117.809998
2015-11-30,118.300003
2015-12-01,117.339996
2015-12-02,116.279999
2015-12-03,115.199997
2015-12-04,119.029999
2015-12-07,118.279999
2015-12-08,118.230003
2015-12-09,115.620003
2015-12-10,116.169998
2015-12-11,113.18
2015-12-14,112.480003
2015-12-15,110.489998
2015-12-16,111.339996
2015-12-17,108.980003
2015-12-18,106.029999
2015-12-21,107.330002
2015-12-22,107.230003
2015-12-23,108.610001
2015-12-24,108.029999
2015-12-28,106.82
2015-12-29,108.739998
2015-12-30,107.32
2015-12-31,105.260002
