Date,Close
2015-10-01,52.619999
2015-10-02,52.630001
2015-10-05,53.650002
2015-10-06,53.380001
2015-10-07,53.259998
2015-10-08,53.779999
2015-10-09,53.09
2015-10-12,54.130001
2015-10-13,53.610001
2015-10-14,53.669998
2015-10-15,54.91
2015-10-16,54.970001
2015-10-19,55.439999
2015-10-20,55.830002
2015-10-21,55.259998
2015-10-22,59.099998
2015-10-23,58.720001
2015-10-26,58.400002
2015-10-27,58.950001
2015-10-28,59.279999
2015-10-29,59.220001
2015-10-30,57.889999
2015-11-02,59.669998
2015-11-03,59.299999
2015-11-04,58.16
2015-11-05,58.619999
2015-11-06,58.240002
2015-11-09,57.68
2015-11-10,58.57
2015-11-11,58.490002
2015-11-12,57.709999
2015-11-13,56.59
2015-11-16,57.240002
2015-11-17,57.560001
2015-11-18,58.689999
2015-11-19,59.360001
2015-11-20,59.970001
2015-11-23,59.23
2015-11-24,58.490002
2015-11-25,58.450001
2015-11-27,58.869999
2015-11-30,58.619999
2015-12-01,58.720001
2015-12-02,58.509998
2015-12-03,56.98
2015-12-04,58.939999
2015-12-07,58.279999
2015-12-08,57.919998
2015-12-09,56.459999
2015-12-10,55.959999
2015-12-11,54.860001
2015-12-14,56.080002
2015-12-15,56.77
2015-12-16,56.889999
2015-12-17,56.080002
2015-12-18,55.93
2015-12-21,56.470001
2015-12-22,58.009998
2015-12-23,57.98
2015-12-24,57.990002
2015-12-28,59.110001
2015-12-29,59.380001
2015-12-30,59.02
2015-12-31,58.169998
